chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.42,§ 1312.42 Purpose of hearing.,§ 1312.42,Purpose of hearing.,21 CFR 1312.42,FALSE,9,2017-01-05T00:00:00-0500,836,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.43,§ 1312.43 Waiver or modification of rules.,§ 1312.43,Waiver or modification of rules.,21 CFR 1312.43,FALSE,9,2017-01-05T00:00:00-0500,726,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.44,§ 1312.44 Request for hearing or appearance; waiver.,§ 1312.44,Request for hearing or appearance; waiver.,21 CFR 1312.44,FALSE,9,2017-01-05T00:00:00-0500,1710,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.45,§ 1312.45 Burden of proof.,§ 1312.45,Burden of proof.,21 CFR 1312.45,FALSE,9,2017-01-05T00:00:00-0500,619,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.46,§ 1312.46 Time and place of hearing.,§ 1312.46,Time and place of hearing.,21 CFR 1312.46,FALSE,9,2017-01-05T00:00:00-0500,1162,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.47,§ 1312.47 Final order.,§ 1312.47,Final order.,21 CFR 1312.47,FALSE,9,2017-01-05T00:00:00-0500,732,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.01,§ 1313.01 Scope.,§ 1313.01,Scope.,21 CFR 1313.01,FALSE,9,2017-01-05T00:00:00-0500,567,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.02,§ 1313.02 Definitions.,§ 1313.02,Definitions.,21 CFR 1313.02,FALSE,9,2017-01-05T00:00:00-0500,420,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.03,§ 1313.03 Forms applicable to this part.,§ 1313.03,Forms applicable to this part.,21 CFR 1313.03,FALSE,9,2024-06-04T18:40:30-0400,1110,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.05,§ 1313.05 Requirements for an established business relationship.,§ 1313.05,Requirements for an established business relationship.,21 CFR 1313.05,FALSE,9,2017-01-05T00:00:00-0500,1636,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.08,§ 1313.08 Requirements for establishing a record as an importer.,§ 1313.08,Requirements for establishing a record as an importer.,21 CFR 1313.08,FALSE,9,2017-01-05T00:00:00-0500,834,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.12,§ 1313.12 Notification prior to import.,§ 1313.12,Notification prior to import.,21 CFR 1313.12,FALSE,9,2017-03-23T01:00:00-0400,4803,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.13,§ 1313.13 Requirements of import declaration.,§ 1313.13,Requirements of import declaration.,21 CFR 1313.13,FALSE,9,2017-03-23T01:00:00-0400,2726,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.14,§ 1313.14 Disposition of import declaration.,§ 1313.14,Disposition of import declaration.,21 CFR 1313.14,FALSE,9,2017-03-23T01:00:00-0400,1243,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.15,§ 1313.15 Qualification of regular importers.,§ 1313.15,Qualification of regular importers.,21 CFR 1313.15,FALSE,9,2017-03-23T01:00:00-0400,1601,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.16,§ 1313.16 Updated notice for change in circumstances.,§ 1313.16,Updated notice for change in circumstances.,21 CFR 1313.16,FALSE,9,2023-03-31T21:40:18-0400,3988,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.17,§ 1313.17 Return declaration for imports.,§ 1313.17,Return declaration for imports.,21 CFR 1313.17,FALSE,9,2017-03-23T01:00:00-0400,3565,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.21,§ 1313.21 Notification prior to export.,§ 1313.21,Notification prior to export.,21 CFR 1313.21,FALSE,9,2024-06-04T18:40:30-0400,5498,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.22,§ 1313.22 Export declaration.,§ 1313.22,Export declaration.,21 CFR 1313.22,FALSE,9,2017-03-23T01:00:00-0400,3141,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.23,§ 1313.23 Disposition of export declaration.,§ 1313.23,Disposition of export declaration.,21 CFR 1313.23,FALSE,9,2017-03-23T01:00:00-0400,1076,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.24,§ 1313.24 Waiver of 15-day advance notice for chemical exporters.,§ 1313.24,Waiver of 15-day advance notice for chemical exporters.,21 CFR 1313.24,FALSE,9,2017-01-05T00:00:00-0500,1993,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.25,§ 1313.25 Foreign import restrictions.,§ 1313.25,Foreign import restrictions.,21 CFR 1313.25,FALSE,9,2017-01-05T00:00:00-0500,423,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.26,§ 1313.26 Updated notice for change in circumstances.,§ 1313.26,Updated notice for change in circumstances.,21 CFR 1313.26,FALSE,9,2023-03-31T21:40:18-0400,4064,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.27,§ 1313.27 Return declaration for exports.,§ 1313.27,Return declaration for exports.,21 CFR 1313.27,FALSE,9,2017-03-23T01:00:00-0400,3069,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.31,§ 1313.31 Advance notice of importation for transshipment or transfer.,§ 1313.31,Advance notice of importation for transshipment or transfer.,21 CFR 1313.31,FALSE,9,2017-03-23T01:00:00-0400,3410,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.32,§ 1313.32 Notification of international transactions.,§ 1313.32,Notification of international transactions.,21 CFR 1313.32,FALSE,9,2017-05-10T01:00:00-0400,3730,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.33,§ 1313.33 Contents of an international transaction declaration.,§ 1313.33,Contents of an international transaction declaration.,21 CFR 1313.33,FALSE,9,2017-03-23T01:00:00-0400,2209,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.34,§ 1313.34 Disposition of the international transaction declaration.,§ 1313.34,Disposition of the international transaction declaration.,21 CFR 1313.34,FALSE,9,2017-03-23T01:00:00-0400,738,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.35,§ 1313.35 Return declaration or amendment to Form 486 for international transactions.,§ 1313.35,Return declaration or amendment to Form 486 for international transactions.,21 CFR 1313.35,FALSE,9,2017-03-23T01:00:00-0400,1631,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1313,Part 1313—Importation and Exportation of List I and List II Chemicals,Importation and Exportation of List I and List II Chemicals,,,,1313.41,§ 1313.41 Suspension of shipments.,§ 1313.41,Suspension of shipments.,21 CFR 1313.41,FALSE,9,2017-01-05T00:00:00-0500,938,
